text,label
production of pneumatic and hydraulic hand tool,2818
factory making poweroperated handheld implement and accessory,2818
manufacturing portable mechanically powered tool for constructionworkshop use,2818
production of various type of power tool for professional use,2818
manufacturing packaging machinery spraying equipment and weighing machinery,2819
production of generalpurpose machinery nec including bottling and wrapping machine,2819
factory making centrifuge calender and miscellaneous general machinery,2819
manufacturing specialized industrial machinery for diverse function,2819
production of filter and purifying equipment for liquid and gas,2819
manufacturing tractor plow harvester and other agricultural machinery,2821
production of specialized forestry machinery skidder logger,2821
factory making milking machine poultrykeeping machinery and sprayer,2821
manufacturing equipment used for tilling planting and harvesting crop,2821
production of various type of machinery for farming and forestry,2821
building and manufacturing pleasure and sporting boat yacht canoe sailboat,3012
production of small noncommercial watercraft for recreation,3012
factory making dinghy kayak and small motorboat,3012
manufacturing vessel designed primarily for leisure and sport use,3012
building custom pleasure boat and standardized fishing craft,3012
manufacturing other transport equipment nec like wheelbarrow and cart,3099
production of aircraft part and ground support equipment,3099
factory making specialized transport equipment not elsewhere classified,3099
manufacturing space vehicle launch mechanism and related equipment,3099
production of miscellaneous item related to land air and space transport,3099
manufacturing furniture for office kitchen bedroom and living room,3100
production of mattress bed base and specialized nonmetal furniture,3100
factory making public seating school furniture and laboratory bench,3100
manufacturing wooden metal and plastic furniture for various setting,3100
production of all type of furniture and furnishing,3100
manufacturing jewelry from precious metal gem and pearl,3211
production of ring necklace earring and other personal ornament,3211
factory making gold silver and platinum article,3211
manufacturing watch and clock case from precious metal,3211
production of article made of fine jewelry and related material,3211
manufacturing imitation jewelry costume jewelry and trinket,3212
production of nonprecious metal jewelry and personal adornment,3212
factory making religious article insignia and badge,3212
manufacturing fashion accessory not using precious metal or stone,3212
production of miscellaneous imitation jewelry item,3212
manufacturing piano organ guitar drum and wind instrument,3220
production of electronic musical instrument synthesizer digital piano,3220
factory making part and accessory for musical instrument,3220
manufacturing various string wind keyboard and percussion instrument,3220
